@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

a-e,3,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,10,5,0,66.666667,33.333333,0,0.324324,0.428601,0.530977,87.522189,107.857319,14.66815,18.956042,-4.287891,0.977877,1.263736,-0.285859,2.181773,0.145452,219.860904,0.666667,6,0.333333,2,0.666667,4,0.333333,3,0.75,0.666667,0.705882,0.327327,0.592593,0.693162,0.666667,0.333333,0.666667,0.333333,0.678571,0.666667,0.669683,0.327327,0.592593,0.621612,0.660633,0.666667,0.005,0,0.01,0,10,0,5205,13842,2775,100,100,?,3,?
a-e,3,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.594595,0.231197,0.37312,46.604966,74.692858,14.980288,9.623018,5.35727,0.998686,0.641535,0.357151,8.34012,0.556008,842.442457,0.875,7,0.285714,2,0.714286,5,0.125,1,0.777778,0.875,0.823529,0.600099,0.839286,0.780556,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.600099,0.839286,0.811852,0.79638,0.8,0.004,0,0,0,0,0,5424,13842,2775,100,96.666667,?,4,?
a-e,3,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.727273,0.223048,0.368925,44.962175,73.853274,14.980288,9.726017,5.254271,0.998686,0.648401,0.350285,8.671251,0.578083,875.890283,1,8,0.285714,2,0.714286,5,0,0,0.8,1,0.888889,0.755929,0.857143,0.8,0.866667,0.152381,0.847619,0.133333,0.893333,0.866667,0.862963,0.755929,0.857143,0.822222,0.861111,0.866667,0.006,0,0.01,0,10,0,5713,13842,2775,100,93.333333,?,5,?
a-e,3,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.608696,0.268747,0.395962,54.174282,79.265576,14.980288,1080.293866,-1065.313578,0.998686,72.019591,-71.020905,7.317294,0.48782,739.125938,0.625,5,0,0,1,7,0.375,3,1,0.625,0.769231,0.661438,0.821429,0.866667,0.8,0.175,0.825,0.2,0.86,0.8,0.79457,0.661438,0.821429,0.815556,0.79638,0.8,0.006,0,0,0,0,0,5645,13842,2775,93.333333,96.666667,?,5,?
a-e,3,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,10,5,0,66.666667,33.333333,0,0.347826,0.359388,0.504161,72.445785,100.925348,14.980288,1085.469558,-1070.48927,0.998686,72.364637,-71.365951,4.267518,0.284501,431.065594,0.5,4,0.142857,1,0.857143,6,0.5,4,0.8,0.5,0.615385,0.377964,0.678571,0.705303,0.666667,0.309524,0.690476,0.333333,0.706667,0.666667,0.657617,0.377964,0.678571,0.670606,0.660633,0.666667,0.003,0,0.01,0,10,0,5493,13842,2775,93.333333,86.666667,?,4,?
a-e,3,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,10,5,0,66.666667,33.333333,0,0.311927,0.382228,0.517813,77.049849,103.65837,14.980288,17.273181,-2.292892,0.998686,1.151545,-0.152859,3.724276,0.248285,376.192187,0.875,7,0.571429,4,0.428571,3,0.125,1,0.636364,0.875,0.736842,0.342475,0.651786,0.623485,0.666667,0.363095,0.636905,0.333333,0.689394,0.666667,0.647528,0.342475,0.651786,0.60697,0.641148,0.666667,0.004,0,0,0,0,0,5424,13842,2775,100,100,?,4,?
a-e,3,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.732143,0.251852,0.344265,50.768555,68.916658,14.980288,8.704745,6.275543,0.998686,0.580316,0.41837,8.107673,0.540512,818.96281,0.875,7,0.142857,1,0.857143,6,0.125,1,0.875,0.875,0.875,0.732143,0.866071,0.832292,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.732143,0.866071,0.817857,0.866071,0.866667,0.004,0,0.01,0,10,0,5422,13842,2775,100,100,?,4,?
a-e,3,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,135,14,13,1,0,92.857143,7.142857,0,0.851064,0.142857,0.25713,29.025424,51.92937,13.804605,5.109474,8.695131,0.986043,0.364962,0.621081,10.274667,0.733905,1036.447271,1,8,0.166667,1,0.833333,5,0,0,0.888889,1,0.941176,0.860663,0.916667,0.888889,0.928571,0.095238,0.904762,0.071429,0.936508,0.928571,0.927426,0.860663,0.916667,0.895692,0.925134,0.928571,0.005,0,0,0,0,0,5850,13935,2682,100,96.428571,?,5,?
a-e,4,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.615385,0.18628,0.345362,38.039199,70.153285,14.66815,7.85974,6.80841,0.977877,0.523983,0.453894,9.108577,0.607238,917.886541,0.666667,6,0,0,1,6,0.333333,3,1,0.666667,0.8,0.666667,0.962963,0.965812,0.8,0.133333,0.866667,0.2,0.866667,0.8,0.8,0.666667,0.962963,0.941392,0.8,0.8,0.006,0,0.01,0,10,0,6003,13842,2775,100,73.333333,?,6,?
a-e,4,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.736842,0.186473,0.313113,38.078658,63.602581,14.66815,6.566805,8.101346,0.977877,0.437787,0.54009,9.406097,0.627073,947.868129,0.777778,7,0,0,1,6,0.222222,2,1,0.777778,0.875,0.763763,0.925926,0.931624,0.866667,0.088889,0.911111,0.133333,0.9,0.866667,0.867857,0.763763,0.925926,0.892308,0.866071,0.866667,0.005,0,0.01,0,10,0,5783,13842,2775,100,93.333333,?,5,?
a-e,4,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.571429,0.219275,0.428954,44.776799,87.133302,14.66815,16.067367,-1.399217,0.977877,1.071158,-0.093281,8.194607,0.546307,825.784231,0.888889,8,0.333333,2,0.666667,4,0.111111,1,0.8,0.888889,0.842105,0.57735,0.814815,0.80202,0.8,0.244444,0.755556,0.2,0.8,0.8,0.796172,0.57735,0.814815,0.801212,0.784689,0.8,0.006,0,0,0,0,0,6360,13842,2775,86.666667,66.666667,?,7,?
a-e,4,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.594595,0.279764,0.440858,56.395153,88.253011,14.980288,14.030348,0.949941,0.998686,0.935357,0.063329,6.913485,0.460899,698.33686,0.875,7,0.285714,2,0.714286,5,0.125,1,0.777778,0.875,0.823529,0.600099,0.776786,0.747222,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.600099,0.776786,0.721852,0.79638,0.8,0.005,0,0.01,0,10,0,5713,13842,2775,100,100,?,5,?
a-e,4,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,9,6,0,60,40,0,0.181818,0.423077,0.590712,85.284281,118.251656,14.980288,1092.696372,-1077.716084,0.998686,72.846425,-71.847739,2.328573,0.155238,235.21115,0.75,6,0.571429,4,0.428571,3,0.25,2,0.6,0.75,0.666667,0.188982,0.5625,0.583974,0.6,0.421429,0.578571,0.4,0.6,0.6,0.588889,0.188982,0.5625,0.549231,0.583333,0.6,0.006,0,0.01,0,10,0,5781,13842,2775,93.333333,93.333333,?,5,?
a-e,4,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.727273,0.183148,0.340883,36.919192,68.239695,14.980288,8.419069,6.56122,0.998686,0.561271,0.437415,9.814358,0.654291,991.356515,1,8,0.285714,2,0.714286,5,0,0,0.8,1,0.888889,0.755929,0.857143,0.8,0.866667,0.152381,0.847619,0.133333,0.893333,0.866667,0.862963,0.755929,0.857143,0.822222,0.861111,0.866667,0.006,0,0,0,0,0,5783,13842,2775,100,93.333333,?,5,?
a-e,4,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.60177,0.247407,0.443183,49.872639,88.71848,14.980288,2153.369436,-2138.389148,0.998686,143.557962,-142.559277,7.85842,0.523895,793.785567,0.75,6,0.142857,1,0.857143,6,0.25,2,0.857143,0.75,0.8,0.607143,0.696429,0.77619,0.8,0.192857,0.807143,0.2,0.807143,0.8,0.8,0.607143,0.696429,0.745079,0.8,0.8,0.006,0,0.01,0,10,0,6071,13842,2775,86.666667,93.333333,?,6,?
a-e,4,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,11,4,0,73.333333,26.666667,0,0.454545,0.314083,0.474552,63.31319,94.998104,14.980288,15.438538,-0.45825,0.998686,1.029236,-0.03055,5.781926,0.385462,584.037208,0.875,7,0.428571,3,0.571429,4,0.125,1,0.7,0.875,0.777778,0.472456,0.732143,0.683929,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.472456,0.732143,0.684762,0.722222,0.733333,0.005,0,0.01,0,10,0,5493,13842,2775,100,96.666667,?,4,?
a-e,4,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,14,1,0,93.333333,6.666667,0,0.867257,0.168324,0.288456,33.930842,57.744534,14.980288,1076.406323,-1061.426034,0.998686,71.760422,-70.761736,10.553858,0.703591,1066.054034,0.875,7,0,0,1,7,0.125,1,1,0.875,0.933333,0.875,0.892857,0.941667,0.933333,0.058333,0.941667,0.066667,0.941667,0.933333,0.933333,0.875,0.892857,0.874444,0.933333,0.933333,0.005,0,0,0,0,0,5782,13842,2775,93.333333,90,?,5,?
a-e,4,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,135,14,9,5,0,64.285714,35.714286,0,0.313725,0.374539,0.557188,76.098107,112.528414,13.804605,1088.342583,-1074.537978,0.986043,77.738756,-76.752713,3.312894,0.236635,334.185073,0.5,4,0.166667,1,0.833333,5,0.5,4,0.8,0.5,0.615385,0.344265,0.708333,0.733929,0.642857,0.309524,0.690476,0.357143,0.695238,0.642857,0.637363,0.344265,0.708333,0.686111,0.641026,0.642857,0.006,0,0.01,0,10,0,6361,13935,2682,92.857143,82.142857,?,7,?
a-e,5,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.594595,0.252634,0.429949,51.589008,87.335417,14.66815,14.67621,-0.00806,0.977877,0.978414,-0.000537,7.422766,0.494851,748.004551,0.777778,7,0.166667,1,0.833333,5,0.222222,2,0.875,0.777778,0.823529,0.600099,0.787037,0.813889,0.8,0.188889,0.811111,0.2,0.810714,0.8,0.80181,0.600099,0.787037,0.740397,0.79638,0.8,0.005,0,0.01,0,10,0,5781,13842,2775,86.666667,80,?,5,?
a-e,5,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,14,1,0,93.333333,6.666667,0,0.857143,0.102857,0.251129,21.003861,51.01181,14.66815,5.411672,9.256478,0.977877,0.360778,0.617099,11.848623,0.789908,1194.00552,1,9,0.166667,1,0.833333,5,0,0,0.9,1,0.947368,0.866025,0.916667,0.9,0.933333,0.1,0.9,0.066667,0.94,0.933333,0.932057,0.866025,0.916667,0.9,0.92823,0.933333,0.004,0,0,0,0,0,5932,13842,2775,93.333333,60,?,6,?
a-e,5,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,15,0,0,100,0,0,1,0.043102,0.072977,8.801529,14.823877,14.66815,0.996735,13.671416,0.977877,0.066449,0.911428,13.671416,0.911428,1377.691367,1,9,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0.01,0,10,0,6429,13842,2775,100,70,?,7,?
a-e,5,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.60177,0.239713,0.43519,48.321646,87.118522,14.980288,1083.268018,-1068.28773,0.998686,72.217868,-71.219182,8.010249,0.534017,809.121956,0.75,6,0.142857,1,0.857143,6,0.25,2,0.857143,0.75,0.8,0.607143,0.776786,0.78244,0.8,0.192857,0.807143,0.2,0.807143,0.8,0.8,0.607143,0.776786,0.730159,0.8,0.8,0.004,0,0,0,0,0,5782,13842,2775,93.333333,90,?,5,?
a-e,5,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.732143,0.165781,0.342,33.418354,68.463176,14.980288,8.730858,6.24943,0.998686,0.582057,0.416629,10.214468,0.680965,1031.771989,0.875,7,0.142857,1,0.857143,6,0.125,1,0.875,0.875,0.875,0.732143,0.901786,0.856534,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.732143,0.901786,0.868882,0.866071,0.866667,0.006,0,0.01,0,10,0,6071,13842,2775,93.333333,66.666667,?,6,?
a-e,5,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.732143,0.17971,0.327864,36.226156,65.633426,14.980288,7.445533,7.534756,0.998686,0.496369,0.502317,9.872779,0.658185,997.257697,0.875,7,0.142857,1,0.857143,6,0.125,1,0.875,0.875,0.875,0.732143,0.901786,0.856534,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.732143,0.901786,0.868882,0.866071,0.866667,0.005,0,0.01,0,10,0,5493,13842,2775,100,86.666667,?,4,?
a-e,5,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.727273,0.188314,0.340307,37.960474,68.124316,14.980288,8.373574,6.606714,0.998686,0.558238,0.440448,9.692139,0.646143,979.011018,1,8,0.285714,2,0.714286,5,0,0,0.8,1,0.888889,0.755929,0.857143,0.8,0.866667,0.152381,0.847619,0.133333,0.893333,0.866667,0.862963,0.755929,0.857143,0.822222,0.861111,0.866667,0.005,0,0,0,0,0,5711,13842,2775,100,93.333333,?,5,?
a-e,5,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,10,5,0,66.666667,33.333333,0,0.311927,0.367164,0.511524,74.013245,102.399275,14.980288,16.822181,-1.841893,0.998686,1.121479,-0.122793,4.106176,0.273745,414.768243,0.875,7,0.571429,4,0.428571,3,0.125,1,0.636364,0.875,0.736842,0.342475,0.669643,0.633741,0.666667,0.363095,0.636905,0.333333,0.689394,0.666667,0.647528,0.342475,0.669643,0.645773,0.641148,0.666667,0.004,0,0.01,0,10,0,5424,13842,2775,100,100,?,4,?
a-e,5,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.60177,0.253822,0.372429,51.165663,74.554642,14.980288,9.358538,5.62175,0.998686,0.623903,0.374783,7.721368,0.514758,779.94184,0.75,6,0.142857,1,0.857143,6,0.25,2,0.857143,0.75,0.8,0.607143,0.892857,0.842857,0.8,0.192857,0.807143,0.2,0.807143,0.8,0.8,0.607143,0.892857,0.863968,0.8,0.8,0.005,0,0,0,0,0,5424,13842,2775,100,100,?,4,?
a-e,5,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,135,14,11,3,0,78.571429,21.428571,0,0.533333,0.288477,0.415101,58.612214,83.8329,13.804605,10.668424,3.136181,0.986043,0.76203,0.224013,6.13009,0.437864,618.367057,1,8,0.5,3,0.5,3,0,0,0.727273,1,0.842105,0.603023,0.75,0.727273,0.785714,0.285714,0.714286,0.214286,0.844156,0.785714,0.766917,0.603023,0.75,0.721707,0.754386,0.785714,0.003,0,0.01,0,10,0,5563,13935,2682,100,96.428571,?,4,?
a-e,6,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,14,1,0,93.333333,6.666667,0,0.857143,0.176023,0.282767,35.944629,57.438383,14.66815,6.541156,8.126995,0.977877,0.436077,0.5418,9.987343,0.665823,1006.441179,1,9,0.166667,1,0.833333,5,0,0,0.9,1,0.947368,0.866025,0.916667,0.9,0.933333,0.1,0.9,0.066667,0.94,0.933333,0.932057,0.866025,0.916667,0.9,0.92823,0.933333,0.005,0,0,0,0,0,5712,13842,2775,100,100,?,5,?
a-e,6,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.571429,0.229896,0.422308,46.945647,85.783365,14.66815,12.926998,1.741153,0.977877,0.8618,0.116077,7.953409,0.530227,801.478331,0.888889,8,0.333333,2,0.666667,4,0.111111,1,0.8,0.888889,0.842105,0.57735,0.796296,0.788034,0.8,0.244444,0.755556,0.2,0.8,0.8,0.796172,0.57735,0.796296,0.766154,0.784689,0.8,0.004,0,0.01,0,10,0,5781,13842,2775,100,93.333333,?,5,?
a-e,6,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.594595,0.228896,0.430593,46.741478,87.466353,14.66815,14.587541,0.080609,0.977877,0.972503,0.005374,7.979101,0.53194,804.067288,0.777778,7,0.166667,1,0.833333,5,0.222222,2,0.875,0.777778,0.823529,0.600099,0.787037,0.823413,0.8,0.188889,0.811111,0.2,0.810714,0.8,0.80181,0.600099,0.787037,0.762619,0.79638,0.8,0.007,0,0,0,0,0,6292,13842,2775,86.666667,83.333333,?,7,?
a-e,6,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.736842,0.178395,0.363514,35.96106,72.770021,14.980288,1079.669317,-1064.689028,0.998686,71.977954,-70.979269,9.917119,0.661141,1001.73653,0.75,6,0,0,1,7,0.25,2,1,0.75,0.857143,0.763763,0.883929,0.904167,0.866667,0.116667,0.883333,0.133333,0.896296,0.866667,0.865476,0.763763,0.883929,0.851111,0.866071,0.866667,0.005,0,0,0,0,0,6070,13842,2775,86.666667,70,?,6,?
a-e,6,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,11,4,0,73.333333,26.666667,0,0.454545,0.297524,0.458681,59.975155,91.820914,14.980288,14.007405,0.972883,0.998686,0.933827,0.064859,6.206045,0.413736,626.877788,0.875,7,0.428571,3,0.571429,4,0.125,1,0.7,0.875,0.777778,0.472456,0.75,0.695833,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.472456,0.75,0.717778,0.722222,0.733333,0.005,0,0.01,0,10,0,5493,13842,2775,100,90,?,4,?
a-e,6,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,15,0,0,100,0,0,1,0.073342,0.077427,14.784298,15.499697,14.980288,1.655941,13.324348,0.998686,0.110396,0.88829,13.324348,0.88829,1345.903507,1,8,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0,0,0,0,6002,13842,2775,100,96.666667,?,6,?
a-e,6,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.727273,0.193592,0.343911,39.024556,68.845725,14.980288,8.55137,6.428918,0.998686,0.570091,0.428595,9.548654,0.636577,964.517543,1,8,0.285714,2,0.714286,5,0,0,0.8,1,0.888889,0.755929,0.857143,0.8,0.866667,0.152381,0.847619,0.133333,0.893333,0.866667,0.862963,0.755929,0.857143,0.822222,0.861111,0.866667,0.004,0,0.01,0,10,0,5713,13842,2775,100,93.333333,?,5,?
a-e,6,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,11,4,0,73.333333,26.666667,0,0.473684,0.308829,0.429949,62.254033,86.069242,14.980288,11.697824,3.282465,0.998686,0.779855,0.218831,5.941014,0.396068,600.106798,0.625,5,0.142857,1,0.857143,6,0.375,3,0.833333,0.625,0.714286,0.49099,0.821429,0.770833,0.733333,0.25119,0.74881,0.266667,0.755556,0.733333,0.730952,0.49099,0.821429,0.775556,0.732143,0.733333,0.005,0,0,0,0,0,5423,13842,2775,100,100,?,4,?
a-e,6,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.727273,0.183849,0.370229,37.06051,74.114144,14.980288,11.396653,3.583636,0.998686,0.759777,0.238909,9.678332,0.645222,977.616389,1,8,0.285714,2,0.714286,5,0,0,0.8,1,0.888889,0.755929,0.857143,0.8,0.866667,0.152381,0.847619,0.133333,0.893333,0.866667,0.862963,0.755929,0.857143,0.822222,0.861111,0.866667,0.004,0,0,0,0,0,5712,13842,2775,86.666667,60,?,5,?
a-e,6,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,135,14,13,1,0,92.857143,7.142857,0,0.851064,0.110731,0.258595,22.498175,52.225215,13.804605,5.146955,8.65765,0.986043,0.36764,0.618404,10.966181,0.783299,1106.203102,1,8,0.166667,1,0.833333,5,0,0,0.888889,1,0.941176,0.860663,0.916667,0.888889,0.928571,0.095238,0.904762,0.071429,0.936508,0.928571,0.927426,0.860663,0.916667,0.895692,0.925134,0.928571,0.006,0,0.01,0,10,0,6071,13935,2682,100,89.285714,?,6,?
a-e,7,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,15,0,0,100,0,0,1,0.084242,0.094625,16.981674,18.942451,14.980288,1.927462,13.052826,0.998686,0.128497,0.870188,13.052826,0.870188,1318.476918,1,8,0,0,1,7,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.006,0,0,0,0,0,5782,13842,2775,100,90,?,5,?
a-e,7,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.732143,0.196532,0.333443,39.617194,66.750159,14.980288,8.073662,6.906626,0.998686,0.538244,0.460442,9.42618,0.628412,952.146299,0.875,7,0.142857,1,0.857143,6,0.125,1,0.875,0.875,0.875,0.732143,0.892857,0.848958,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.732143,0.892857,0.855317,0.866071,0.866667,0.004,0.001,0.01,0,10,0,5712,13842,2775,100,93.333333,?,5,?
a-e,7,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.594595,0.213605,0.425581,43.058805,85.194798,14.980288,2150.951397,-2135.971109,0.998686,143.39676,-142.398074,8.590658,0.572711,867.74955,0.875,7,0.285714,2,0.714286,5,0.125,1,0.777778,0.875,0.823529,0.600099,0.821429,0.763889,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.600099,0.821429,0.780741,0.79638,0.8,0.004,0,0,0,0,0,5782,13842,2775,86.666667,60,?,5,?
a-e,7,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,14,1,0,93.333333,6.666667,0,0.864865,0.200961,0.262289,40.509827,52.506218,14.980288,5.773174,9.207114,0.998686,0.384878,0.613808,9.742277,0.649485,984.075586,1,8,0.142857,1,0.857143,6,0,0,0.888889,1,0.941176,0.872872,0.928571,0.888889,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.872872,0.928571,0.905185,0.932127,0.933333,0.006,0,0.01,0,10,0,5202,13842,2775,100,100,?,3,?
a-e,7,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.727273,0.186724,0.341134,37.640044,68.289869,14.980288,8.498349,6.48194,0.998686,0.566557,0.432129,9.735078,0.649005,983.348373,1,8,0.285714,2,0.714286,5,0,0,0.8,1,0.888889,0.755929,0.857143,0.8,0.866667,0.152381,0.847619,0.133333,0.893333,0.866667,0.862963,0.755929,0.857143,0.822222,0.861111,0.866667,0.005,0,0.01,0,10,0,5782,13842,2775,100,96.666667,?,5,?
a-e,7,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.736842,0.155833,0.314505,31.413043,62.959057,14.980288,6.969652,8.010637,0.998686,0.464643,0.534042,10.478568,0.698571,1058.448963,0.75,6,0,0,1,7,0.25,2,1,0.75,0.857143,0.763763,0.964286,0.958333,0.866667,0.116667,0.883333,0.133333,0.896296,0.866667,0.865476,0.763763,0.964286,0.944444,0.866071,0.866667,0.004,0,0,0,0,0,5781,13842,2775,100,90,?,5,?
a-e,7,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,12,3,0,80,20,0,0.594595,0.228169,0.39099,46.593072,79.421754,14.66815,10.011783,4.656367,0.977877,0.667452,0.310424,7.989923,0.532662,805.157915,0.777778,7,0.166667,1,0.833333,5,0.222222,2,0.875,0.777778,0.823529,0.600099,0.861111,0.847222,0.8,0.188889,0.811111,0.2,0.810714,0.8,0.80181,0.600099,0.861111,0.830238,0.79638,0.8,0.005,0,0.01,0,10,0,5713,13842,2775,100,90,?,5,?
a-e,7,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20180502.0007,134,15,13,2,0,86.666667,13.333333,0,0.722222,0.161816,0.347601,33.04357,70.60825,14.66815,9.134336,5.533814,0.977877,0.608956,0.368921,10.003931,0.666929,1008.112784,0.888889,8,0.166667,1,0.833333,5,0.111111,1,0.888889,0.888889,0.888889,0.722222,0.888889,0.873457,0.866667,0.144444,0.855556,0.133333,0.866667,0.866667,0.866667,0.722222,0.888889,0.861852,0.861111,0.866667,0.005,0,0,0,0,0,6002,13842,2775,100,90,?,6,?
